"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072378","blood coagulation, fibrin clot formation","8/905","25/18842",0.32,6.66236464088398,6.36347006597585,1.43023074113872e-05,0.000912396404545481,0.000912396404545482,"F7/FGA/F3/APOH/FGB/F2/FGG/F11",8
"GO:0042373","vitamin K metabolic process","6/905","13/18842",0.461538461538462,9.60917977050574,6.97463018931674,1.54927737252167e-05,0.000953876714069078,0.000953876714069078,"CBR1/CYP4F11/CBR3/NQO1/CYP4F3/CYP4F2",6
"GO:2000833","positive regulation of steroid hormone secretion","6/905","13/18842",0.461538461538462,9.60917977050574,6.97463018931674,1.54927737252167e-05,0.000953876714069078,0.000953876714069078,"CRH/BMP6/RETN/TAC1/GALR1/GAL",6
"GO:0042267","natural killer cell mediated cytotoxicity","14/905","77/18842",0.181818181818182,3.78543445504772,5.50130067306222,1.56645591262899e-05,0.000953876714069078,0.000953876714069078,"SERPINB4/KIR3DL1/LEP/IL21/KLRC3/KLRC4/CLEC2A/NCR1/NKG7/KLRC2/GZMB/KIR2DL4/KLRD1/KLRC1",14
"GO:0019748","secondary metabolic process","12/905","58/18842",0.206896551724138,4.30756334539912,5.66669042794137,1.61841677588743e-05,0.000956531915042877,0.000956531915042877,"CYP1A1/AKR1B10/AKR7A3/AKR1C2/AKR1C4/AKR1C3/AKR1C1/CYP1A2/OCA2/AKR7L/UGT1A7/CYP2A6",12
"GO:0070542","response to fatty acid","12/905","58/18842",0.206896551724138,4.30756334539912,5.66669042794137,1.61841677588743e-05,0.000956531915042877,0.000956531915042877,"NR1H4/HMGCS2/AKR1C2/AKR1C4/CAV3/FABP3/AKR1C3/ZNF683/KCNK10/AKR1C1/GLDC/CPS1",12
"GO:0042573","retinoic acid metabolic process","9/905","33/18842",0.272727272727273,5.67815168257157,6.04156950438932,1.77650460687642e-05,0.00103474956739657,0.00103474956739657,"CYP1A1/UGT1A9/RDH10/UGT1A1/AKR1C3/ADH1C/UGT1A7/ADH7/CYP2C18",9
"GO:0042632","cholesterol homeostasis","17/905","110/18842",0.154545454545455,3.21761928679056,5.23953346294659,1.90298592869757e-05,0.00109258577820508,0.00109258577820508,"NPC1L1/PLA2G10/APOC3/NR1H4/APOB/APOA5/CAV3/FABP3/CES1/AKR1C1/PCSK9/GRAMD1B/ABCG8/FURIN/ANGPTL3/PNLIPRP3/HNF4A",17
"GO:0071805","potassium ion transmembrane transport","25/905","206/18842",0.121359223300971,2.52668561926729,4.94889494086924,1.95930543604958e-05,0.00110479538333909,0.00110479538333909,"KCNJ18/TRPM5/KCNH8/KCNE4/KCNK17/ATP1A4/KCNQ2/KCNK3/CAV3/KCNF1/ATP4A/KCNJ15/SLC9C2/KCNT1/KCNH7/LRRC26/KCNK10/KCNH5/KCNK9/KCNV1/SNAP25/KCNH6/KCNJ6/KCNU1/FXYD4",25
"GO:0042730","fibrinolysis","8/905","26/18842",0.307692307692308,6.40611984700382,6.19598062939499,1.97923034586749e-05,0.00110479538333909,0.00110479538333909,"FGA/SERPINB2/APOH/FGB/F2/HRG/FGG/F11",8
"GO:0055092","sterol homeostasis","17/905","111/18842",0.153153153153153,3.1886317256483,5.19463524812893,2.14825594014389e-05,0.00118271789362168,0.00118271789362168,"NPC1L1/PLA2G10/APOC3/NR1H4/APOB/APOA5/CAV3/FABP3/CES1/AKR1C1/PCSK9/GRAMD1B/ABCG8/FURIN/ANGPTL3/PNLIPRP3/HNF4A",17
"GO:0002227","innate immune response in mucosa","9/905","34/18842",0.264705882352941,5.51114722131947,5.91366217504695,2.31369114051036e-05,0.00125658441806907,0.00125658441806907,"BPIFB1/H2BC14/CLDN2/PLA2G1B/DEFB1/H2BC9/NOS2/DEFA3/H2BC7",9
"GO:0050830","defense response to Gram-positive bacterium","17/905","112/18842",0.151785714285714,3.16016179952644,5.15024352374503,2.42124845319161e-05,0.00128228943969513,0.00128228943969513,"PLA2G2A/KRT6A/LBP/PGLYRP4/DEFA6/CHGA/TAC1/PLA2G1B/DMBT1/DEFA5/DEFB1/RNASE7/IL6/IL17A/DEFA3/CALCA/H2BC7",17
"GO:0006641","triglyceride metabolic process","16/905","101/18842",0.158415841584158,3.2982003172693,5.20179876410828,2.42483198349913e-05,0.00128228943969513,0.00128228943969513,"APOC3/APOB/CIDEC/APOA5/APOH/PNPLA1/CAV3/FABP3/AGMO/SIK1/FABP7/FABP1/PNLIPRP3/PCK1/CPS1/MOGAT3",16
"GO:0009620","response to fungus","13/905","70/18842",0.185714285714286,3.86655090765588,5.39702918366136,2.47462792275627e-05,0.00129162722357889,0.00129162722357889,"ELANE/S100A12/DEFA6/CHGA/TAC1/DEFA5/HRG/RNASE7/IL17A/GNLY/S100A8/DEFA3/CALCA",13
"GO:0035883","enteroendocrine cell differentiation","8/905","27/18842",0.296296296296296,6.16885614896665,6.03706117714246,2.69467862573429e-05,0.00138845043549053,0.00138845043549053,"ARX/PAX6/NEUROD1/PERCC1/BMP6/INSM1/NEUROG3/RFX6",8
"GO:0002251","organ or tissue specific immune response","11/905","52/18842",0.211538461538462,4.40420739481513,5.52148190026547,2.91820091829207e-05,0.00148458854311593,0.00148458854311593,"BPIFB1/H2BC14/CLDN2/PLA2G1B/DEFB1/IL6/GP2/H2BC9/NOS2/DEFA3/H2BC7",11
"GO:0033559","unsaturated fatty acid metabolic process","17/905","114/18842",0.149122807017544,3.10472036444703,5.06293659723441,3.06131775543079e-05,0.00153792950738454,0.00153792950738454,"PLA2G10/CBR1/CYP1A1/CYP4F11/AKR1C2/AKR1C4/AKR1C3/CYP2C9/PTGR1/AKR1C1/CYP1A2/CYP4F3/CYP4F2/CYP2B6/CYP2A6/ELOVL2/CYP2C18",17
"GO:0006813","potassium ion transport","26/905","226/18842",0.115044247787611,2.39520852686647,4.7397072328898,3.43841227224218e-05,0.00170604678051128,0.00170604678051128,"KCNJ18/TRPM5/KCNH8/KCNE4/KCNK17/ATP1A4/KCNQ2/KCNK3/CAV3/KCNF1/ATP4A/KCNJ15/SLC9C2/KCNT1/KCNH7/LRRC26/KCNK10/KCNH5/ADRA2A/KCNK9/KCNV1/SNAP25/KCNH6/KCNJ6/KCNU1/FXYD4",26
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","31/905","294/18842",0.105442176870748,2.19529447137971,4.63982277849974,3.55493302551911e-05,0.00174235071092211,0.00174235071092211,"HTR4/PDE4D/UCN2/CASR/CALCB/TSHR/PSAPL1/TCP11/GRM4/SCTR/GLP1R/GPR35/GRM5/RXFP2/VIPR2/CHGA/TAC1/ADRA2A/LHCGR/GALR1/ADGRG3/HRH4/PDE3A/HRH3/PTH2R/GPR78/CRHR2/GAL/TACR3/CALCA/GNAT1",31
"GO:0072376","protein activation cascade","8/905","28/18842",0.285714285714286,5.94853985793212,5.88595420471592,3.61448692104028e-05,0.00175019553441697,0.00175019553441697,"F7/FGA/F3/APOH/FGB/F2/FGG/F11",8
"GO:2000831","regulation of steroid hormone secretion","7/905","21/18842",0.333333333333333,6.93996316758748,6.11749203201451,3.70333634506861e-05,0.0017702223435844,0.0017702223435844,"CRH/BMP6/RETN/TAC1/GALR1/KCNK9/GAL",7
"GO:0009914","hormone transport","30/905","281/18842",0.106761565836299,2.22276400385364,4.63870207274653,3.74393877095482e-05,0.0017702223435844,0.0017702223435844,"FGA/TRPM5/NR1H4/NEUROD1/CASR/ISL1/CRH/LEP/BMP6/RETN/CHGA/TAC1/FGB/ADRA2A/GALR1/CLTRN/TUNAR/CCKAR/KCNK9/SLCO1B1/INHA/IL6/SNAP25/FGG/RFX6/NOS2/HNF4A/GAL/DOC2B/TACR3",30
"GO:0046879","hormone secretion","29/905","268/18842",0.108208955223881,2.25289849097056,4.64014896218153,3.92045867933397e-05,0.00183213063165619,0.00183213063165619,"FGA/TRPM5/NR1H4/NEUROD1/CASR/ISL1/CRH/LEP/BMP6/RETN/CHGA/TAC1/FGB/ADRA2A/GALR1/CLTRN/TUNAR/CCKAR/KCNK9/INHA/IL6/SNAP25/FGG/RFX6/NOS2/HNF4A/GAL/DOC2B/TACR3",29
"GO:0015711","organic anion transport","41/905","440/18842",0.0931818181818182,1.94003515821195,4.48166388526606,4.05408277187971e-05,0.00187279984599823,0.00187279984599823,"SLC10A2/PLA2G10/SYT4/ALB/GLTPD2/NR1H4/CLDN2/PLA2G2A/SLC13A5/SLC7A3/SLC38A8/CASR/CRH/LEP/SLC1A7/AKR1C4/SLC7A11/SLC6A15/SPX/SLC1A6/ABCC2/FABP3/SLC39A5/SLCO1B3/FABP7/CES1/PLA2G1B/AKR1C1/FABP1/SLC7A2/SLCO1A2/SLC13A2/SLC7A9/CLTRN/SLCO1B1/SLC16A14/RBP2/CYP4F2/NTSR1/SLC17A3/NOS2",41
"GO:0042182","ketone catabolic process","6/905","15/18842",0.4,8.32795580110497,6.37733556921597,4.15887463129812e-05,0.00189937694808945,0.00189937694808945,"CYP4F11/KYNU/HSD17B6/CBR3/CYP4F3/CYP4F2",6
"GO:0006066","alcohol metabolic process","34/905","339/18842",0.100294985250737,2.08813051060154,4.5411005982723,4.25676315090383e-05,0.00192223944982949,0.00192223944982949,"NPC1L1/CYP1A1/CYP24A1/AKR1B10/NR1H4/APOB/HMGCS2/AKR1C2/APOA5/RDH8/LEP/AKR1C4/TKTL1/HSD17B6/HAO1/BMP6/RDH10/AKR1C3/CYP2C9/APOF/CES1/AKR1C1/ADH1C/LHCGR/PCSK9/CYP1A2/ANGPTL3/ADH4/PCK1/NTSR1/ADH7/AKR1B15/MOGAT3/CYP2C18",34
"GO:0045109","intermediate filament organization","13/905","74/18842",0.175675675675676,3.6575481558907,5.14504722824403,4.56896681076037e-05,0.00204029751249399,0.00204029751249399,"KRT39/KRT23/KRT33B/KRT6A/KRT17/KRT14/PKP1/KRT13/KRT16/KRT32/KRT75/INA/KRT6B",13
"GO:0002715","regulation of natural killer cell mediated immunity","11/905","55/18842",0.2,4.16397790055249,5.27821928087121,5.06742581211794e-05,0.00220339099604644,0.00220339099604644,"SH2D1B/SERPINB4/LEP/IL21/KLRC3/KLRC4/NCR1/KLRC2/KIR2DL4/KLRD1/KLRC1",11
"GO:0030638","polyketide metabolic process","5/905","10/18842",0.5,10.4099447513812,6.68559725937125,5.20490932253983e-05,0.00220339099604644,0.00220339099604644,"AKR1B10/AKR1C2/AKR1C4/AKR1C3/AKR1C1",5
"GO:0044598","doxorubicin metabolic process","5/905","10/18842",0.5,10.4099447513812,6.68559725937125,5.20490932253983e-05,0.00220339099604644,0.00220339099604644,"AKR1B10/AKR1C2/AKR1C4/AKR1C3/AKR1C1",5
"GO:0051552","flavone metabolic process","5/905","10/18842",0.5,10.4099447513812,6.68559725937125,5.20490932253983e-05,0.00220339099604644,0.00220339099604644,"UGT1A9/UGT1A6/LCT/UGT1A1/UGT1A7",5
"GO:0023061","signal release","40/905","430/18842",0.0930232558139535,1.93673390723371,4.41368511178638,5.20831412352356e-05,0.00220339099604644,0.00220339099604644,"PLA2G10/SYT4/FGA/TRPM5/NR1H4/NEUROD1/CASR/ISL1/CRH/LEP/GRM4/CPLX2/BMP6/UNC13A/RETN/GRM5/CHGA/TAC1/FGB/PRKCG/ADRA2A/GALR1/SLC18A3/CLTRN/TUNAR/CCKAR/KCNK9/INHA/IL6/SNAP25/FGG/HRH3/SYT5/RFX6/PDE1C/NOS2/HNF4A/GAL/DOC2B/TACR3",40
"GO:0006953","acute-phase response","10/905","47/18842",0.212765957446809,4.42976372399201,5.288022895464,6.36395997089891e-05,0.0026181386327842,0.0026181386327842,"HP/SERPINA3/AHSG/LBP/LCN2/ORM1/ORM2/F2/IL6/APCS",10
"GO:0009812","flavonoid metabolic process","6/905","16/18842",0.375,7.80745856353591,6.11881511698436,6.3841151035793e-05,0.0026181386327842,0.0026181386327842,"CYP1A1/UGT1A9/UGT1A6/LCT/UGT1A1/UGT1A7",6
"GO:2000846","regulation of corticosteroid hormone secretion","6/905","16/18842",0.375,7.80745856353591,6.11881511698436,6.3841151035793e-05,0.0026181386327842,0.0026181386327842,"CRH/BMP6/TAC1/GALR1/KCNK9/GAL",6
"GO:0009074","aromatic amino acid family catabolic process","7/905","23/18842",0.304347826086957,6.33648810953639,5.75204868575693,7.17617216276082e-05,0.00291323595173088,0.00291323595173088,"HAL/KYNU/UROC1/HGD/PAH/FTCD/AMDHD1",7
"GO:0051047","positive regulation of secretion","30/905","294/18842",0.102040816326531,2.12447852069004,4.36493364535436,8.63428470488569e-05,0.00347011902289356,0.00347011902289356,"PLA2G10/SYT4/FGA/TRPM5/NR1H4/NEUROD1/CASR/ISL1/CRH/LEP/BMP6/RETN/GRM5/TAC1/FGB/KLRC2/PLA2G1B/GALR1/PRL/SLC18A3/TUNAR/INHA/FGG/CD177/CYP4F2/RFX6/NTSR1/GAL/DOC2B/TACR3",30
"GO:0002385","mucosal immune response","10/905","49/18842",0.204081632653061,4.24895704138009,5.11499616545061,9.25780776435405e-05,0.00361234266067368,0.00361234266067368,"BPIFB1/H2BC14/CLDN2/PLA2G1B/DEFB1/GP2/H2BC9/NOS2/DEFA3/H2BC7",10
"GO:0042269","regulation of natural killer cell mediated cytotoxicity","10/905","49/18842",0.204081632653061,4.24895704138009,5.11499616545061,9.25780776435405e-05,0.00361234266067368,0.00361234266067368,"SERPINB4/LEP/IL21/KLRC3/KLRC4/NCR1/KLRC2/KIR2DL4/KLRD1/KLRC1",10
"GO:0060986","endocrine hormone secretion","10/905","49/18842",0.204081632653061,4.24895704138009,5.11499616545061,9.25780776435405e-05,0.00361234266067368,0.00361234266067368,"CRH/LEP/BMP6/RETN/TAC1/GALR1/KCNK9/INHA/GAL/TACR3",10
"GO:0035929","steroid hormone secretion","7/905","24/18842",0.291666666666667,6.07246777163904,5.58521049555597,9.71305747250898e-05,0.00375353634442438,0.00375353634442438,"CRH/BMP6/RETN/TAC1/GALR1/KCNK9/GAL",7
"GO:0002717","positive regulation of natural killer cell mediated immunity","8/905","32/18842",0.25,5.20497237569061,5.34742988403903,0.000103099506991711,0.00394625636761607,0.00394625636761607,"SH2D1B/IL21/KLRC3/KLRC4/KLRC2/KIR2DL4/KLRD1/KLRC1",8
"GO:0006638","neutral lipid metabolic process","17/905","127/18842",0.133858267716535,2.78691434288946,4.53849686547963,0.000122474276244761,0.00460022538530555,0.00460022538530555,"APOC3/APOB/CIDEC/APOA5/APOH/PNPLA1/CAV3/FABP3/AGMO/DGKK/SIK1/FABP7/FABP1/PNLIPRP3/PCK1/CPS1/MOGAT3",17
"GO:0006639","acylglycerol metabolic process","17/905","127/18842",0.133858267716535,2.78691434288946,4.53849686547963,0.000122474276244761,0.00460022538530555,0.00460022538530555,"APOC3/APOB/CIDEC/APOA5/APOH/PNPLA1/CAV3/FABP3/AGMO/DGKK/SIK1/FABP7/FABP1/PNLIPRP3/PCK1/CPS1/MOGAT3",17
"GO:0007214","gamma-aminobutyric acid signaling pathway","7/905","25/18842",0.28,5.82956906077348,5.42755899680055,0.000129341567569307,0.00481318296352819,0.00481318296352819,"GABRG3/GABRQ/GABRR3/GABRG2/GABRB3/GABRA2/GABRA5",7
"GO:0008015","blood circulation","42/905","480/18842",0.0875,1.82174033149171,4.09634560358355,0.000135593143203373,0.0049777601095519,0.0049777601095519,"PDE4D/NKX2-5/FGA/KLK3/NTS/KCNE4/UTS2R/CASR/KLK1/ISL1/CRH/KCNK3/LEP/CAV3/BMP6/GCLC/SPX/GLP1R/KNG1/CHGA/TAC1/AZU1/FGB/SHOX2/FOXN4/ADRA2A/AGTR2/PDE3A/FGG/KLK2/KCNH6/XCL2/CYP4F2/FGF12/NTSR1/PDE1C/NOS2/CPS1/TACR3/SCN3A/CALCA/HTR2B",42
"GO:0035930","corticosteroid hormone secretion","6/905","18/18842",0.333333333333333,6.93996316758748,5.66324575087595,0.000136241257041729,0.0049777601095519,0.0049777601095519,"CRH/BMP6/TAC1/GALR1/KCNK9/GAL",6
"GO:0007620","copulation","5/905","12/18842",0.416666666666667,8.67495395948435,5.97368891013816,0.000150895979614974,0.00546352200065388,0.00546352200065388,"EDDM3A/TAC1/SERPINA5/KLK14/PI3",5
"GO:1903532","positive regulation of secretion by cell","28/905","276/18842",0.101449275362319,2.1121627031788,4.18085451272974,0.000161864028322314,0.00580831723060162,0.00580831723060162,"PLA2G10/SYT4/FGA/TRPM5/NR1H4/NEUROD1/CASR/ISL1/CRH/LEP/BMP6/RETN/GRM5/TAC1/FGB/KLRC2/PLA2G1B/GALR1/SLC18A3/TUNAR/INHA/FGG/CD177/RFX6/NTSR1/GAL/DOC2B/TACR3",28
"GO:0031016","pancreas development","10/905","53/18842",0.188679245283019,3.92828103825706,4.79512813879747,0.000184608599914994,0.0065658580801625,0.0065658580801625,"ARX/PAX6/NEUROD1/ISL1/BMP6/ZIC3/IL6/INSM1/RFX6/PTF1A",10
"GO:0015721","bile acid and bile salt transport","8/905","36/18842",0.222222222222222,4.62664211172499,4.89225510376675,0.000250109853029446,0.00881746929232756,0.00881746929232756,"SLC10A2/NR1H4/AKR1C4/ABCC2/SLCO1B3/AKR1C1/SLCO1A2/SLCO1B1",8
"GO:0071827","plasma lipoprotein particle organization","10/905","55/18842",0.181818181818182,3.78543445504771,4.64672456898911,0.000253885897386829,0.00887276018780577,0.00887276018780577,"PLA2G10/APOC3/NR1H4/PLA2G2A/APOB/APOA5/APOH/FURIN/ANGPTL3/PNLIPRP3",10
"GO:0006814","sodium ion transport","25/905","242/18842",0.103305785123967,2.15081503127711,4.04723196954973,0.000269628334925394,0.00934169205228586,0.00934169205228587,"BPIFA1/SLC10A2/CNGA3/NKX2-5/TRPM5/SLC13A5/ATP1A4/KCNK3/SLC5A11/CAV3/SLC6A19/ATP4A/SLC6A15/SLC9C2/NKAIN2/SIK1/SLC5A5/PCSK9/SLC13A2/NKAIN3/KCNK9/FGF12/FXYD4/SLC17A3/SCN3A",25
"GO:0030193","regulation of blood coagulation","11/905","66/18842",0.166666666666667,3.46998158379374,4.51508057428665,0.000281044045401002,0.00965398306381733,0.00965398306381733,"F7/FGA/F3/SERPINB2/APOH/KNG1/FGB/F2/HRG/FGG/F11",11
"GO:0032370","positive regulation of lipid transport","12/905","77/18842",0.155844155844156,3.24465810432661,4.4332542515042,0.000288651344356614,0.0098312690929596,0.0098312690929596,"PLA2G10/CRH/BMP6/ABCA13/RETN/FABP3/TAC1/CES1/GALR1/CYP4F2/NTSR1/GAL",12
"GO:0022412","cellular process involved in reproduction in multicellular organism","31/905","331/18842",0.0936555891238671,1.94989901687503,3.91631715476641,0.000311833208075398,0.010531577002143,0.010531577002143,"PDCL2/SPATA16/SPANXB1/FAM9B/ZPBP2/ZPBP/TCP11/BNC1/DAZL/RETN/TDRD12/RXFP2/FOXL2/SERPINA5/PIWIL1/MEI4/CABYR/SEPTIN14/ADAM2/FAM9C/DEFB1/DDX25/PDE3A/TDRD1/CTCFL/RSPH6A/SOHLH1/SOHLH2/GABRB3/MEIOC/PIWIL2",31
"GO:0045104","intermediate filament cytoskeleton organization","13/905","89/18842",0.146067415730337,3.04110745545968,4.33537686628317,0.00031610610324572,0.0105869202412046,0.0105869202412046,"KRT39/KRT23/KRT33B/KRT6A/KRT17/KRT14/PKP1/KRT13/KRT16/KRT32/KRT75/INA/KRT6B",13
"GO:1900046","regulation of hemostasis","11/905","67/18842",0.164179104477612,3.41819081388637,4.45388865704455,0.000321881391515549,0.0106912505165371,0.0106912505165371,"F7/FGA/F3/SERPINB2/APOH/KNG1/FGB/F2/HRG/FGG/F11",11
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","35/905","392/18842",0.0892857142857143,1.85891870560379,3.8600974566184,0.00032802718035484,0.01080607572005,0.01080607572005,"KIR3DL3/BPIFB1/FCN3/PDE4D/KIT/IGLC6/TRIL/KIR3DL1/KIR2DS4/LBP/KIR2DL3/KLRC3/KLRC4/FGL1/KIR2DL1/CLEC2A/NCR1/HHLA2/ZNF683/IGHG1/KLRC2/COLEC11/BTNL3/KIR2DL4/TRDC/CD8A/IGHD/LAIR2/IGHG3/KIR3DX1/KLRD1/NOS2/KIR3DL2/KLRC1/BMX",35
"GO:0016042","lipid catabolic process","32/905","347/18842",0.0922190201729107,1.91998981005302,3.88527664012894,0.000330850011612803,0.010810456883511,0.010810456883511,"LIPJ/PLA2G10/CYP1A1/APOC3/CYP24A1/AKR1B10/PLA2G2A/PLA2G4E/CIDEC/APOA5/LEP/PNPLA1/HSD17B6/HAO1/LCT/ASPG/FABP3/AKR1C3/FABP7/CES1/PLA2G1B/FABP1/ADRA2A/CLPSL1/CYP1A2/CYP4F3/CIDEA/ANGPTL3/PNLIPRP3/CYP4F2/CPS1/NEU4",32
"GO:0071825","protein-lipid complex organization","10/905","57/18842",0.175438596491228,3.65261219346709,4.50512608515103,0.000343697832659069,0.0111396902375548,0.0111396902375548,"PLA2G10/APOC3/NR1H4/PLA2G2A/APOB/APOA5/APOH/FURIN/ANGPTL3/PNLIPRP3",10
"GO:0042363","fat-soluble vitamin catabolic process","5/905","14/18842",0.357142857142857,7.43567482241515,5.41074884700786,0.000351919134251038,0.0112763105223346,0.0112763105223346,"CYP24A1/CYP4F11/CBR3/CYP4F3/CYP4F2",5
"GO:0045103","intermediate filament-based process","13/905","90/18842",0.144444444444444,3.00731737262124,4.28760591266524,0.000353524539889066,0.0112763105223346,0.0112763105223346,"KRT39/KRT23/KRT33B/KRT6A/KRT17/KRT14/PKP1/KRT13/KRT16/KRT32/KRT75/INA/KRT6B",13
"GO:0030195","negative regulation of blood coagulation","9/905","48/18842",0.1875,3.90372928176796,4.52447811492522,0.000404515107098562,0.0125728666100419,0.0125728666100419,"FGA/SERPINB2/APOH/KNG1/FGB/F2/HRG/FGG/F11",9
"GO:1900047","negative regulation of hemostasis","9/905","48/18842",0.1875,3.90372928176796,4.52447811492522,0.000404515107098562,0.0125728666100419,0.0125728666100419,"FGA/SERPINB2/APOH/KNG1/FGB/F2/HRG/FGG/F11",9
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","21/905","193/18842",0.10880829015544,2.26537657802078,3.96891713693166,0.000406686404405436,0.0125728666100419,0.0125728666100419,"HTR4/PDE4D/UCN2/CALCB/TSHR/TCP11/SCTR/GLP1R/RXFP2/VIPR2/CHGA/TAC1/ADRA2A/LHCGR/GALR1/PDE3A/HRH3/GPR78/GAL/TACR3/CALCA",21
"GO:1901605","alpha-amino acid metabolic process","21/905","193/18842",0.10880829015544,2.26537657802078,3.96891713693166,0.000406686404405436,0.0125728666100419,0.0125728666100419,"PRODH/HAL/NR1H4/ODC1/KYNU/UROC1/HGD/PAH/PRODH2/HAO1/GCLC/ASPG/NAT8L/OCA2/GLDC/FTCD/AMDHD1/NOS2/CPS1/HNF4A/ATCAY",21
"GO:1903035","negative regulation of response to wounding","13/905","92/18842",0.141304347826087,2.94194090799904,4.19402146092633,0.000439760213230378,0.0134915747860526,0.0134915747860526,"FGA/SERPINB2/APOH/KNG1/MYOZ1/KIAA0319/FGB/F2/HRG/FGG/IL17A/F11/APCS",13
"GO:0042178","xenobiotic catabolic process","7/905","30/18842",0.233333333333333,4.85797421731123,4.75011171424578,0.000444001471664999,0.0135184993531942,0.0135184993531942,"CYP1A1/CYP2C9/CYP1A2/CYP2B6/UGT1A7/CYP2A6/CYP2C18",7
"GO:0009948","anterior/posterior axis specification","8/905","39/18842",0.205128205128205,4.27074656466922,4.59268844095497,0.000447594566794044,0.0135254328116185,0.0135254328116185,"TBXT/BASP1/LEFTY2/OTX2/ZIC3/MESP2/TDRD1/RIPPLY2",8
"GO:0007281","germ cell development","28/905","295/18842",0.0949152542372881,1.97612510534694,3.79560504339384,0.000482668474753055,0.0144764522390487,0.0144764522390487,"PDCL2/SPATA16/SPANXB1/FAM9B/ZPBP2/ZPBP/TCP11/BNC1/DAZL/TDRD12/RXFP2/FOXL2/PIWIL1/MEI4/CABYR/SEPTIN14/FAM9C/DEFB1/DDX25/PDE3A/TDRD1/CTCFL/RSPH6A/SOHLH1/SOHLH2/GABRB3/MEIOC/PIWIL2",28
"GO:0034372","very-low-density lipoprotein particle remodeling","5/905","15/18842",0.333333333333333,6.93996316758748,5.16940050085678,0.000507084328220067,0.0149850876111504,0.0149850876111504,"APOC3/NR1H4/APOA5/APOH/ANGPTL3",5
"GO:0042448","progesterone metabolic process","5/905","15/18842",0.333333333333333,6.93996316758748,5.16940050085678,0.000507084328220067,0.0149850876111504,0.0149850876111504,"AKR1C2/AKR1C4/AKR1C3/AKR1C1/HSD3B1",5
"GO:0042440","pigment metabolic process","12/905","82/18842",0.146341463414634,3.04681309796523,4.17224744071684,0.000522522152001469,0.0152359115568868,0.0152359115568868,"ALB/UGT1A9/UGT1A6/LCT/UGT1A1/AMBP/ABCC2/SLCO1B3/FABP1/SLCO1B1/OCA2/UGT1A7",12
"GO:0019369","arachidonate metabolic process","10/905","60/18842",0.166666666666667,3.46998158379374,4.30427273995912,0.000526944938145623,0.0152359115568868,0.0152359115568868,"PLA2G10/CYP1A1/CYP4F11/CYP2C9/CYP1A2/CYP4F3/CYP4F2/CYP2B6/CYP2A6/CYP2C18",10
"GO:0071384","cellular response to corticosteroid stimulus","10/905","60/18842",0.166666666666667,3.46998158379374,4.30427273995912,0.000526944938145623,0.0152359115568868,0.0152359115568868,"NEUROD1/UGT1A9/HMGCS2/ISL1/CRH/UGT1A6/UGT1A1/AKR1C3/PCK1/UGT1A7",10
"GO:0019433","triglyceride catabolic process","8/905","40/18842",0.2,4.16397790055249,4.49948463619826,0.000536225642464193,0.015354005033987,0.015354005033987,"APOC3/APOA5/PNPLA1/FABP3/FABP7/FABP1/PNLIPRP3/CPS1",8
"GO:0061045","negative regulation of wound healing","11/905","71/18842",0.154929577464789,3.22561668352657,4.22024047175907,0.000538669994971927,0.015354005033987,0.015354005033987,"FGA/SERPINB2/APOH/KNG1/MYOZ1/FGB/F2/HRG/FGG/F11/APCS",11
"GO:0043043","peptide biosynthetic process","6/905","23/18842",0.260869565217391,5.43127552245976,4.77634579558838,0.000602814498536951,0.0170613483776057,0.0170613483776057,"ELANE/KLK7/GCLC/GGT3P/PCSK1/FURIN",6
"GO:0050818","regulation of coagulation","11/905","72/18842",0.152777777777778,3.18081645181093,4.16442060833093,0.00060869585963133,0.0171073332857225,0.0171073332857225,"F7/FGA/F3/SERPINB2/APOH/KNG1/FGB/F2/HRG/FGG/F11",11
"GO:0071385","cellular response to glucocorticoid stimulus","9/905","51/18842",0.176470588235294,3.67409814754631,4.29525394356126,0.0006451450871016,0.018005820174037,0.018005820174037,"NEUROD1/UGT1A9/HMGCS2/ISL1/CRH/UGT1A6/UGT1A1/PCK1/UGT1A7",9
"GO:1905954","positive regulation of lipid localization","13/905","96/18842",0.135416666666667,2.81936003683241,4.01422139650928,0.000666514691842864,0.0184739485966653,0.0184739485966653,"PLA2G10/APOB/CRH/BMP6/ABCA13/RETN/FABP3/TAC1/CES1/GALR1/CYP4F2/NTSR1/GAL",13
"GO:0031018","endocrine pancreas development","7/905","32/18842",0.21875,4.55435082872928,4.52003964396657,0.000675087465997726,0.0185834008619511,0.0185834008619511,"ARX/PAX6/NEUROD1/BMP6/IL6/INSM1/RFX6",7
"GO:0008544","epidermis development","27/905","287/18842",0.0940766550522648,1.95866556297765,3.67602923265507,0.000691741136488486,0.0189122967860355,0.0189122967860355,"PLA2G10/KRT6A/KLK7/CERS3/CALML5/BNC1/KRT17/KRT14/USH1C/PKP1/AKR1C3/S100A7/KLK14/SPRR2D/SPRR2F/IL17A/FOXI3/WNT16/RBP2/KRT16/CASP14/KRT32/PI3/KRT75/PITX2/GAL/KRT6B",27
